Creation date of BOM:;26/08/2021 12:42:46;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Design name:;ADC418AI12;;;;;;;;;;;;;;;;;;;;
Destination name:;ADC418AI12_DDR8Gb;;;;;;;;;;;;;;;;;;;;
Schematic Doc No.:;A2.C775-6410.7_PCB_BA0_AA_SCMVA;;;;;;;;;;;;;;;;;;;;
Reference;CompID;ReusedComp;ECDM Nomenclature;Value;tolerance;ud_PosTolerance;ud_NegTolerance;Part Name;Part Number NPP;Part Number CSE;Part Number Global;packageName;Variation;VariationItem;Module name;Module reference;Module;Module mode;Module number;Function Code;Component Group
C41113; .cmp1116;;C CER,X7S,1uF,10%,10V,0402,-,STANDARD,SMD SOLDERING;1u;;10%;10%;A2C02602100;A2C0260210000;A2C0260210000;A2C0260210000;chip_0402_b1200x0700_h0700_c01a;;;;;;;;MEM_EMMC_NAND_8GBYTE;
C41114; .cmp1067;;C CER,X7S,2.2uF,10%,6.3V,0603,Sn,STANDARD,SMD SOLDERING;2.2u;;10%;10%;A2C01369500;A2C0136950000;A2C0136950000;A2C0136950000;0603_m01a;;;;;;;;MEM_EMMC_NAND_8GBYTE;
C41115; .cmp1112;;C CER,X7R,100nF,10%,16V,0402,-,STANDARD;100n;;10%;10%;A2C02317700;A2C0231770000;A2C0231770000;A2C0231770000;0402_06_m01a;;;;;;;;MEM_EMMC_NAND_8GBYTE;
C41116; .cmp1042;;C CER,X7S,2.2uF,10%,6.3V,0603,-,SOFT TERMINATION,SMD SOLDERI;2.2u;;10%;10%;A2C03732800;A2C0373280000;A2C0373280000;A2C0373280000;0603_m01a;;;;;;;;MEM_EMMC_NAND_8GBYTE;
C41117; .cmp1169;;C CER,X7R,100nF,10%,16V,0402,-,SOFT TERMINATION;100n;;10%;10%;A2C01479600;A2C0147960000;A2C0147960000;A2C0147960000;0402_06_m01a;;;;;;;;MEM_EMMC_NAND_8GBYTE;
C41118; .cmp1020;;C CER,X7R,100nF,10%,16V,0402,-,SOFT TERMINATION;100n;;10%;10%;A2C01479600;A2C0147960000;A2C0147960000;A2C0147960000;0402_06_m01a;;;;;;;;MEM_EMMC_NAND_8GBYTE;
C41119; .cmp1093;;C CER,X7R,100nF,10%,16V,0402,-,STANDARD;100n;;10%;10%;A2C02317700;A2C0231770000;A2C0231770000;A2C0231770000;0402_06_m01a;;;;;;;;MEM_EMMC_NAND_8GBYTE;
C41120; .cmp1064;;C CER,X7R,100nF,10%,16V,0402,-,STANDARD;100n;;10%;10%;A2C02317700;A2C0231770000;A2C0231770000;A2C0231770000;0402_06_m01a;;;;;;;;MEM_EMMC_NAND_8GBYTE;
C41121; .cmp1194;;C CER,X7R,100nF,10%,16V,0402,-,STANDARD;100n;;10%;10%;A2C02317700;A2C0231770000;A2C0231770000;A2C0231770000;0402_06_m01a;;;;;;;;MEM_EMMC_NAND_8GBYTE;
C41122; .cmp1681;;C CER,X7R,10nF,10%,10V,0201,-,STANDARD,SMD SOLDERING;10n;;10%;10%;A2C03138800;A2C0313880000;A2C0313880000;A2C0313880000;chip_0201_h0300_c01a;;;;;;;;IC_SUC_S32G275A;
C41123; .cmp1807;;C CER,X7R,100nF,10%,16V,0402,-,STANDARD;100n;;10%;10%;A2C02317700;A2C0231770000;A2C0231770000;A2C0231770000;0402_06_m01a;;;;;;;;MEM_FLASH_OSPINOR_128Mbit;
C41124; .cmp1441;;C CER,X7R,220nF,10%,16V,0402,-,STANDARD;220n;;10%;10%;A2C02374200;A2C0237420000;A2C0237420000;A2C0237420000;0402_06_m01a;;;;;;;;MEM_SDRAM_LPDDR4_512MByte;
C41125; .cmp1767;;C CER,X7S,1uF,10%,10V,0402,-,STANDARD,SMD SOLDERING;1u;;10%;10%;A2C02602100;A2C0260210000;A2C0260210000;A2C0260210000;chip_0402_b1200x0700_h0700_c01a;;;;;;;;MEM_FLASH_OSPINOR_128Mbit;
C41126; .cmp1768;;C CER,X7S,1uF,10%,10V,0402,-,STANDARD,SMD SOLDERING;1u;;10%;10%;A2C02602100;A2C0260210000;A2C0260210000;A2C0260210000;chip_0402_b1200x0700_h0700_c01a;;;;;;;;MEM_FLASH_OSPINOR_128Mbit;
C41127; .cmp1755;;C CER,X7R,100nF,10%,16V,0402,-,STANDARD;100n;;10%;10%;A2C02317700;A2C0231770000;A2C0231770000;A2C0231770000;0402_06_m01a;;;;;;;;MEM_FLASH_OSPINOR_128Mbit;
C41128; .cmp1770;;C CER,X7S,0.00001 F,10%,6.3 V,EC_0805,SN,STANDARD,SMD SOLDER;10u;;10%;10%;A2C03945100;A2C0394510000;A2C0394510000;A2C0394510000;0805_145_m01a;;;;;;;;MEM_FLASH_OSPINOR_128Mbit;
C41129; .cmp1444;;C CER,X7R,220nF,10%,16V,0402,-,STANDARD;220n;;10%;10%;A2C02374200;A2C0237420000;A2C0237420000;A2C0237420000;0402_06_m01a;;;;;;;;MEM_SDRAM_LPDDR4_512MByte;
C41130; .cmp1447;;C CER,X7R,220nF,10%,16V,0402,-,STANDARD;220n;;10%;10%;A2C02374200;A2C0237420000;A2C0237420000;A2C0237420000;0402_06_m01a;;;;;;;;MEM_SDRAM_LPDDR4_512MByte;
C41131; .cmp1680;;C CER,X7R,10nF,10%,10V,0201,-,STANDARD,SMD SOLDERING;10n;;10%;10%;A2C03138800;A2C0313880000;A2C0313880000;A2C0313880000;chip_0201_h0300_c01a;;;;;;;;IC_SUC_S32G275A;
C41132; .cmp1445;;C CER,X7R,220nF,10%,16V,0402,-,STANDARD;220n;;10%;10%;A2C02374200;A2C0237420000;A2C0237420000;A2C0237420000;0402_06_m01a;;;;;;;;MEM_SDRAM_LPDDR4_512MByte;
C41133; .cmp1450;;C CER,X7R,220nF,10%,16V,0402,-,STANDARD;220n;;10%;10%;A2C02374200;A2C0237420000;A2C0237420000;A2C0237420000;0402_06_m01a;;;;;;;;MEM_SDRAM_LPDDR4_512MByte;
C41134; .cmp1453;;C CER,X7R,220nF,10%,16V,0402,-,STANDARD;220n;;10%;10%;A2C02374200;A2C0237420000;A2C0237420000;A2C0237420000;0402_06_m01a;;;;;;;;MEM_SDRAM_LPDDR4_512MByte;
C41135; .cmp1451;;C CER,X7R,220nF,10%,16V,0402,-,STANDARD;220n;;10%;10%;A2C02374200;A2C0237420000;A2C0237420000;A2C0237420000;0402_06_m01a;;;;;;;;MEM_SDRAM_LPDDR4_512MByte;
C41136; .cmp1966;;C CER,C0G,1pF,0.1pF,50V,0402,-,STANDARD;1p;;0.1pF;0.1pF;A2C02249300;A2C0224930000;A2C0224930000;A2C0224930000;0402_06_m01a;;;;;;;;IC_SUC_S32G275A;
C41137; .cmp1679;;C CER,X7R,10nF,10%,10V,0201,-,STANDARD,SMD SOLDERING;10n;;10%;10%;A2C03138800;A2C0313880000;A2C0313880000;A2C0313880000;chip_0201_h0300_c01a;;;;;;;;IC_SUC_S32G275A;
C41138; .cmp1768;;C CER,X7R,1nF,10%,25V,0201,Sn,STANDARD;1n;;10%;10%;A2C01398800;A2C0139880000;A2C0139880000;A2C0139880000;chip_0201_h0300_c01a;;;;;;;;IC_SUC_S32G275A;
C41139; .cmp1962;;C CER,X7R,4.7nF,10%,50V,0402,-,STANDARD,SMD SOLDERING;4.7n;;10%;10%;A2C03176400;A2C0317640000;A2C0317640000;A2C0317640000;0402_06_m01a;;;;;;;;IC_SUC_S32G275A;
C41140; .cmp1963;;C CER,X7R,4.7nF,10%,50V,0402,-,STANDARD,SMD SOLDERING;4.7n;;10%;10%;A2C03176400;A2C0317640000;A2C0317640000;A2C0317640000;0402_06_m01a;;;;;;;;IC_SUC_S32G275A;
C41142; .cmp1965;;C CER,X7R,4.7nF,10%,50V,0402,-,STANDARD,SMD SOLDERING;4.7n;;10%;10%;A2C03176400;A2C0317640000;A2C0317640000;A2C0317640000;0402_06_m01a;;;;;;;;IC_SUC_S32G275A;
C41143; .cmp1770;;C CER,X7R,0.000047 F,10%,6.3 V,EC_1210,SN,STANDARD,SMD SOLDE;47u;;10%;10%;A2C03945400;A2C0394540000;A2C0394540000;A2C0394540000;1210_h2800_c02a;;;;;;;;IC_SUC_S32G275A;
C41144; .cmp1772;;C CER,X7R,22uF,10%,16V,1210,-,STANDARD,SMD SOLDERING;22u;;10%;10%;A2C03730900;A2C0373090000;A2C0373090000;A2C0373090000;1210_h2700_c01a;;;;;;;;IC_SUC_S32G275A;
C41145; .cmp2079;;C CER,X7R,100nF,10%,16V,0402,-,STANDARD;100n;;10%;10%;A2C02317700;A2C0231770000;A2C0231770000;A2C0231770000;0402_06_m01a;;;;;;;;IC_SUC_S32G275A;
C41146; .cmp1970;;C CER,X7R,100nF,10%,16V,0402,-,STANDARD;100n;;10%;10%;A2C02317700;A2C0231770000;A2C0231770000;A2C0231770000;0402_06_m01a;;;;;;;;IC_SUC_S32G275A;
C41147; .cmp1976;;C CER,X7R,10nF,10%,16V,0402,Sn,STANDARD;10n;;10%;10%;A2C01693200;A2C0169320000;A2C0169320000;A2C0169320000;0402_06_m01a;;;;;;;;IC_SUC_S32G275A;
C41148; .cmp1972;;C CER,X7R,10nF,10%,16V,0402,Sn,STANDARD;10n;;10%;10%;A2C01693200;A2C0169320000;A2C0169320000;A2C0169320000;0402_06_m01a;;;;;;;;IC_SUC_S32G275A;
C41149; .cmp1971;;C CER,X7R,10nF,10%,16V,0402,Sn,STANDARD;10n;;10%;10%;A2C01693200;A2C0169320000;A2C0169320000;A2C0169320000;0402_06_m01a;;;;;;;;IC_SUC_S32G275A;
C41150; .cmp1602;;C CER,X7R,100nF,10%,16V,0402,-,STANDARD;100n;;10%;10%;A2C02317700;A2C0231770000;A2C0231770000;A2C0231770000;0402_06_m01a;;;;;;;;IC_SUC_S32G275A;
C41151; .cmp1603;;C CER,X7R,10nF,10%,10V,0201,-,STANDARD,SMD SOLDERING;10n;;10%;10%;A2C03138800;A2C0313880000;A2C0313880000;A2C0313880000;chip_0201_h0300_c01a;;;;;;;;IC_SUC_S32G275A;
C41152; .cmp1607;;C CER,X7R,100nF,10%,16V,0402,-,STANDARD;100n;;10%;10%;A2C02317700;A2C0231770000;A2C0231770000;A2C0231770000;0402_06_m01a;;;;;;;;IC_SUC_S32G275A;
C41153; .cmp1608;;C CER,X7R,10nF,10%,10V,0201,-,STANDARD,SMD SOLDERING;10n;;10%;10%;A2C03138800;A2C0313880000;A2C0313880000;A2C0313880000;chip_0201_h0300_c01a;;;;;;;;IC_SUC_S32G275A;
C41154; .cmp1619;;C CER,X7S,1uF,10%,10V,0402,-,STANDARD,SMD SOLDERING;1u;;10%;10%;A2C02602100;A2C0260210000;A2C0260210000;A2C0260210000;chip_0402_b1200x0700_h0700_c01a;;;;;;;;IC_SUC_S32G275A;
C41156; .cmp1151;;C CER,X7R,100nF,10%,16V,0402,-,STANDARD;100n;;10%;10%;A2C02317700;A2C0231770000;A2C0231770000;A2C0231770000;0402_06_m01a;;;;;;;;IC_SUC_S32G275A;
C41158; .cmp1168;;C CER,X7R,1nF,10%,50V,0402,-,STANDARD,SMD SOLDERING;1n;;10%;10%;A2C02317900;A2C0231790000;A2C0231790000;A2C0231790000;0402_06_m01a;;;;;;;;IC_SUC_S32G275A;
C41159; .cmp1683;;C CER,X7R,10nF,10%,10V,0201,-,STANDARD,SMD SOLDERING;10n;;10%;10%;A2C03138800;A2C0313880000;A2C0313880000;A2C0313880000;chip_0201_h0300_c01a;;;;;;;;IC_SUC_S32G275A;
C41160; .cmp1684;;C CER,X7R,10nF,10%,10V,0201,-,STANDARD,SMD SOLDERING;10n;;10%;10%;A2C03138800;A2C0313880000;A2C0313880000;A2C0313880000;chip_0201_h0300_c01a;;;;;;;;IC_SUC_S32G275A;
C41161; .cmp1655;;C CER,X7R,22nF,10%,25V,0402,-,STANDARD,SMD SOLDERING;22n;;10%;10%;A2C02317800;A2C0231780000;A2C0231780000;A2C0231780000;0402_06_m01a;;;;;;;;IC_SUC_S32G275A;
C41162; .cmp1656;;C CER,X7R,22nF,10%,25V,0402,-,STANDARD,SMD SOLDERING;22n;;10%;10%;A2C02317800;A2C0231780000;A2C0231780000;A2C0231780000;0402_06_m01a;;;;;;;;IC_SUC_S32G275A;
C41163; .cmp1705;;C CER,X7S,1uF,10%,10V,0402,-,STANDARD,SMD SOLDERING;1u;;10%;10%;A2C02602100;A2C0260210000;A2C0260210000;A2C0260210000;chip_0402_b1200x0700_h0700_c01a;;;;;;;;IC_SUC_S32G275A;
C41164; .cmp1706;;C CER,X7S,1uF,10%,10V,0402,-,STANDARD,SMD SOLDERING;1u;;10%;10%;A2C02602100;A2C0260210000;A2C0260210000;A2C0260210000;chip_0402_b1200x0700_h0700_c01a;;;;;;;;IC_SUC_S32G275A;
C41165; .cmp1708;;C CER,X7S,1uF,10%,10V,0402,-,STANDARD,SMD SOLDERING;1u;;10%;10%;A2C02602100;A2C0260210000;A2C0260210000;A2C0260210000;chip_0402_b1200x0700_h0700_c01a;;;;;;;;IC_SUC_S32G275A;
C41166; .cmp1707;;C CER,X7S,1uF,10%,10V,0402,-,STANDARD,SMD SOLDERING;1u;;10%;10%;A2C02602100;A2C0260210000;A2C0260210000;A2C0260210000;chip_0402_b1200x0700_h0700_c01a;;;;;;;;IC_SUC_S32G275A;
C41171; .cmp1697;;C CER,X7R,100nF,10%,16V,0402,-,STANDARD;100n;;10%;10%;A2C02317700;A2C0231770000;A2C0231770000;A2C0231770000;0402_06_m01a;;;;;;;;IC_SUC_S32G275A;
C41172; .cmp1682;;C CER,X7R,10nF,10%,10V,0201,-,STANDARD,SMD SOLDERING;10n;;10%;10%;A2C03138800;A2C0313880000;A2C0313880000;A2C0313880000;chip_0201_h0300_c01a;;;;;;;;IC_SUC_S32G275A;
C41173; .cmp1698;;C CER,X7S,470nF,10%,6.3V,0402,-,STANDARD;470n;;10%;10%;A2C01953600;A2C0195360000;A2C0195360000;A2C0195360000;0402_06_m01a;;;;;;;;IC_SUC_S32G275A;
C41175; .cmp1700;;C CER,X7R,100nF,10%,16V,0402,-,STANDARD;100n;;10%;10%;A2C02317700;A2C0231770000;A2C0231770000;A2C0231770000;0402_06_m01a;;;;;;;;IC_SUC_S32G275A;
C41176; .cmp1703;;C CER,X7R,100nF,10%,16V,0402,-,STANDARD;100n;;10%;10%;A2C02317700;A2C0231770000;A2C0231770000;A2C0231770000;0402_06_m01a;;;;;;;;IC_SUC_S32G275A;
C41177; .cmp1702;;C CER,X7S,470nF,10%,6.3V,0402,-,STANDARD;470n;;10%;10%;A2C01953600;A2C0195360000;A2C0195360000;A2C0195360000;0402_06_m01a;;;;;;;;IC_SUC_S32G275A;
C41179; .cmp1704;;C CER,X7R,100nF,10%,16V,0402,-,STANDARD;100n;;10%;10%;A2C02317700;A2C0231770000;A2C0231770000;A2C0231770000;0402_06_m01a;;;;;;;;IC_SUC_S32G275A;
C41180; .cmp1477;;C CER,X7R,1nF,10%,25V,0201,Sn,STANDARD;1n;;10%;10%;A2C01398800;A2C0139880000;A2C0139880000;A2C0139880000;chip_0201_h0300_c01a;;;;;;;;IC_SUC_S32G275A;
C41183; .cmp1757;;C CER,X7S,1uF,10%,10V,0402,-,STANDARD,SMD SOLDERING;1u;;10%;10%;A2C02602100;A2C0260210000;A2C0260210000;A2C0260210000;chip_0402_b1200x0700_h0700_c01a;;;;;;;;IC_SUC_S32G275A;
C41184; .cmp1729;;C CER,X7R,22uF,10%,16V,1210,-,STANDARD,SMD SOLDERING;22u;;10%;10%;A2C03730900;A2C0373090000;A2C0373090000;A2C0373090000;1210_h2700_c01a;;;;;;;;IC_SUC_S32G275A;
C41185; .cmp1725;;C CER,X7S,0.00001 F,10%,6.3 V,EC_0805,SN,STANDARD,SMD SOLDER;10u;;10%;10%;A2C03945100;A2C0394510000;A2C0394510000;A2C0394510000;0805_145_m01a;;;;;;;;IC_SUC_S32G275A;
C41186; .cmp1730;;C CER,X7R,0.000047 F,10%,6.3 V,EC_1210,SN,STANDARD,SMD SOLDE;47u;;10%;10%;A2C03945400;A2C0394540000;A2C0394540000;A2C0394540000;1210_h2800_c02a;;;;;;;;IC_SUC_S32G275A;
C41189; .cmp1185;;C CER,X7R,100nF,10%,16V,0402,-,STANDARD;100n;;10%;10%;A2C02317700;A2C0231770000;A2C0231770000;A2C0231770000;0402_06_m01a;;;;;;;;DI_PUSHPULL_AND3X3_01;
C41190; .cmp1187;;C CER,X7R,100nF,10%,16V,0402,-,STANDARD;100n;;10%;10%;A2C02317700;A2C0231770000;A2C0231770000;A2C0231770000;0402_06_m01a;;;;;;;;DI_PUSHPULL_AND3X3_01;
C41191; .cmp1189;;C CER,X7R,100nF,10%,16V,0402,-,STANDARD;100n;;10%;10%;A2C02317700;A2C0231770000;A2C0231770000;A2C0231770000;0402_06_m01a;;;;;;;;DI_PUSHPULL_AND3X3_01;
C41192; .cmp1551;;C CER,X7R,100nF,10%,16V,0402,-,STANDARD;100n;;10%;10%;A2C02317700;A2C0231770000;A2C0231770000;A2C0231770000;0402_06_m01a;;;;;;;;IC_SUC_S32G275A;
C41195; .cmp1360;;C CER,X7R,220nF,10%,16V,0402,-,STANDARD;220n;;10%;10%;A2C02374200;A2C0237420000;A2C0237420000;A2C0237420000;0402_06_m01a;;;;;;;;MEM_SDRAM_LPDDR4_512MByte;
C41196; .cmp1363;;C CER,X7R,220nF,10%,16V,0402,-,STANDARD;220n;;10%;10%;A2C02374200;A2C0237420000;A2C0237420000;A2C0237420000;0402_06_m01a;;;;;;;;MEM_SDRAM_LPDDR4_512MByte;
C41197; .cmp1365;;C CER,X7R,220nF,10%,16V,0402,-,STANDARD;220n;;10%;10%;A2C02374200;A2C0237420000;A2C0237420000;A2C0237420000;0402_06_m01a;;;;;;;;MEM_SDRAM_LPDDR4_512MByte;
C41198; .cmp1367;;C CER,X7R,220nF,10%,16V,0402,-,STANDARD;220n;;10%;10%;A2C02374200;A2C0237420000;A2C0237420000;A2C0237420000;0402_06_m01a;;;;;;;;MEM_SDRAM_LPDDR4_512MByte;
C41199; .cmp1254;;C CER,X7R,220nF,10%,16V,0402,-,STANDARD;220n;;10%;10%;A2C02374200;A2C0237420000;A2C0237420000;A2C0237420000;0402_06_m01a;;;;;;;;MEM_SDRAM_LPDDR4_512MByte;
C41200; .cmp1256;;C CER,X7R,220nF,10%,16V,0402,-,STANDARD;220n;;10%;10%;A2C02374200;A2C0237420000;A2C0237420000;A2C0237420000;0402_06_m01a;;;;;;;;MEM_SDRAM_LPDDR4_512MByte;
C41201; .cmp1258;;C CER,X7R,220nF,10%,16V,0402,-,STANDARD;220n;;10%;10%;A2C02374200;A2C0237420000;A2C0237420000;A2C0237420000;0402_06_m01a;;;;;;;;MEM_SDRAM_LPDDR4_512MByte;
C41202; .cmp1260;;C CER,X7R,220nF,10%,16V,0402,-,STANDARD;220n;;10%;10%;A2C02374200;A2C0237420000;A2C0237420000;A2C0237420000;0402_06_m01a;;;;;;;;MEM_SDRAM_LPDDR4_512MByte;
C41203; .cmp1262;;C CER,X7R,220nF,10%,16V,0402,-,STANDARD;220n;;10%;10%;A2C02374200;A2C0237420000;A2C0237420000;A2C0237420000;0402_06_m01a;;;;;;;;MEM_SDRAM_LPDDR4_512MByte;
C41204; .cmp1264;;C CER,X7R,220nF,10%,16V,0402,-,STANDARD;220n;;10%;10%;A2C02374200;A2C0237420000;A2C0237420000;A2C0237420000;0402_06_m01a;;;;;;;;MEM_SDRAM_LPDDR4_512MByte;
C41205; .cmp1266;;C CER,X7R,220nF,10%,16V,0402,-,STANDARD;220n;;10%;10%;A2C02374200;A2C0237420000;A2C0237420000;A2C0237420000;0402_06_m01a;;;;;;;;MEM_SDRAM_LPDDR4_512MByte;
C41206; .cmp1268;;C CER,X7R,220nF,10%,16V,0402,-,STANDARD;220n;;10%;10%;A2C02374200;A2C0237420000;A2C0237420000;A2C0237420000;0402_06_m01a;;;;;;;;MEM_SDRAM_LPDDR4_512MByte;
C41207; .cmp1270;;C CER,X7R,220nF,10%,16V,0402,-,STANDARD;220n;;10%;10%;A2C02374200;A2C0237420000;A2C0237420000;A2C0237420000;0402_06_m01a;;;;;;;;MEM_SDRAM_LPDDR4_512MByte;
C41208; .cmp1272;;C CER,X7R,220nF,10%,16V,0402,-,STANDARD;220n;;10%;10%;A2C02374200;A2C0237420000;A2C0237420000;A2C0237420000;0402_06_m01a;;;;;;;;MEM_SDRAM_LPDDR4_512MByte;
C41209; .cmp1298;;C CER,X7S,1uF,10%,10V,0402,-,STANDARD,SMD SOLDERING;1u;;10%;10%;A2C02602100;A2C0260210000;A2C0260210000;A2C0260210000;chip_0402_b1200x0700_h0700_c01a;;;;;;;;MEM_SDRAM_LPDDR4_512MByte;
C41210; .cmp1302;;C CER,X7S,1uF,10%,10V,0402,-,STANDARD,SMD SOLDERING;1u;;10%;10%;A2C02602100;A2C0260210000;A2C0260210000;A2C0260210000;chip_0402_b1200x0700_h0700_c01a;;;;;;;;MEM_SDRAM_LPDDR4_512MByte;
C41211; .cmp1275;;C CER,X7S,0.00001 F,10%,6.3 V,EC_0805,SN,STANDARD,SMD SOLDER;10u;;10%;10%;A2C03945100;A2C0394510000;A2C0394510000;A2C0394510000;0805_145_m01a;;;;;;;;MEM_SDRAM_LPDDR4_512MByte;
C41212; .cmp1277;;C CER,X7S,0.00001 F,10%,6.3 V,EC_0805,SN,STANDARD,SMD SOLDER;10u;;10%;10%;A2C03945100;A2C0394510000;A2C0394510000;A2C0394510000;0805_145_m01a;;;;;;;;MEM_SDRAM_LPDDR4_512MByte;
C41213; .cmp1278;;C CER,X7R,220nF,10%,16V,0402,-,STANDARD;220n;;10%;10%;A2C02374200;A2C0237420000;A2C0237420000;A2C0237420000;0402_06_m01a;;;;;;;;MEM_SDRAM_LPDDR4_512MByte;
C41214; .cmp1280;;C CER,X7R,220nF,10%,16V,0402,-,STANDARD;220n;;10%;10%;A2C02374200;A2C0237420000;A2C0237420000;A2C0237420000;0402_06_m01a;;;;;;;;MEM_SDRAM_LPDDR4_512MByte;
C41215; .cmp1282;;C CER,X7R,220nF,10%,16V,0402,-,STANDARD;220n;;10%;10%;A2C02374200;A2C0237420000;A2C0237420000;A2C0237420000;0402_06_m01a;;;;;;;;MEM_SDRAM_LPDDR4_512MByte;
C41216; .cmp1284;;C CER,X7R,220nF,10%,16V,0402,-,STANDARD;220n;;10%;10%;A2C02374200;A2C0237420000;A2C0237420000;A2C0237420000;0402_06_m01a;;;;;;;;MEM_SDRAM_LPDDR4_512MByte;
C41217; .cmp1286;;C CER,X7R,220nF,10%,16V,0402,-,STANDARD;220n;;10%;10%;A2C02374200;A2C0237420000;A2C0237420000;A2C0237420000;0402_06_m01a;;;;;;;;MEM_SDRAM_LPDDR4_512MByte;
C41218; .cmp1288;;C CER,X7R,220nF,10%,16V,0402,-,STANDARD;220n;;10%;10%;A2C02374200;A2C0237420000;A2C0237420000;A2C0237420000;0402_06_m01a;;;;;;;;MEM_SDRAM_LPDDR4_512MByte;
C41219; .cmp1290;;C CER,X7R,220nF,10%,16V,0402,-,STANDARD;220n;;10%;10%;A2C02374200;A2C0237420000;A2C0237420000;A2C0237420000;0402_06_m01a;;;;;;;;MEM_SDRAM_LPDDR4_512MByte;
C41220; .cmp1292;;C CER,X7R,220nF,10%,16V,0402,-,STANDARD;220n;;10%;10%;A2C02374200;A2C0237420000;A2C0237420000;A2C0237420000;0402_06_m01a;;;;;;;;MEM_SDRAM_LPDDR4_512MByte;
C41221; .cmp1295;;C CER,X7R,220nF,10%,16V,0402,-,STANDARD;220n;;10%;10%;A2C02374200;A2C0237420000;A2C0237420000;A2C0237420000;0402_06_m01a;;;;;;;;MEM_SDRAM_LPDDR4_512MByte;
C41222; .cmp1299;;C CER,X7R,220nF,10%,16V,0402,-,STANDARD;220n;;10%;10%;A2C02374200;A2C0237420000;A2C0237420000;A2C0237420000;0402_06_m01a;;;;;;;;MEM_SDRAM_LPDDR4_512MByte;
C41223; .cmp1303;;C CER,X7R,220nF,10%,16V,0402,-,STANDARD;220n;;10%;10%;A2C02374200;A2C0237420000;A2C0237420000;A2C0237420000;0402_06_m01a;;;;;;;;MEM_SDRAM_LPDDR4_512MByte;
C41224; .cmp1307;;C CER,X7R,220nF,10%,16V,0402,-,STANDARD;220n;;10%;10%;A2C02374200;A2C0237420000;A2C0237420000;A2C0237420000;0402_06_m01a;;;;;;;;MEM_SDRAM_LPDDR4_512MByte;
C41225; .cmp1311;;C CER,X7R,220nF,10%,16V,0402,-,STANDARD;220n;;10%;10%;A2C02374200;A2C0237420000;A2C0237420000;A2C0237420000;0402_06_m01a;;;;;;;;MEM_SDRAM_LPDDR4_512MByte;
C41226; .cmp1315;;C CER,X7R,220nF,10%,16V,0402,-,STANDARD;220n;;10%;10%;A2C02374200;A2C0237420000;A2C0237420000;A2C0237420000;0402_06_m01a;;;;;;;;MEM_SDRAM_LPDDR4_512MByte;
C41227; .cmp1319;;C CER,X7R,220nF,10%,16V,0402,-,STANDARD;220n;;10%;10%;A2C02374200;A2C0237420000;A2C0237420000;A2C0237420000;0402_06_m01a;;;;;;;;MEM_SDRAM_LPDDR4_512MByte;
C41228; .cmp1323;;C CER,X7R,220nF,10%,16V,0402,-,STANDARD;220n;;10%;10%;A2C02374200;A2C0237420000;A2C0237420000;A2C0237420000;0402_06_m01a;;;;;;;;MEM_SDRAM_LPDDR4_512MByte;
C41229; .cmp1327;;C CER,X7R,220nF,10%,16V,0402,-,STANDARD;220n;;10%;10%;A2C02374200;A2C0237420000;A2C0237420000;A2C0237420000;0402_06_m01a;;;;;;;;MEM_SDRAM_LPDDR4_512MByte;
C41230; .cmp1331;;C CER,X7R,220nF,10%,16V,0402,-,STANDARD;220n;;10%;10%;A2C02374200;A2C0237420000;A2C0237420000;A2C0237420000;0402_06_m01a;;;;;;;;MEM_SDRAM_LPDDR4_512MByte;
C41231; .cmp1335;;C CER,X7R,220nF,10%,16V,0402,-,STANDARD;220n;;10%;10%;A2C02374200;A2C0237420000;A2C0237420000;A2C0237420000;0402_06_m01a;;;;;;;;MEM_SDRAM_LPDDR4_512MByte;
C41232; .cmp1339;;C CER,X7R,220nF,10%,16V,0402,-,STANDARD;220n;;10%;10%;A2C02374200;A2C0237420000;A2C0237420000;A2C0237420000;0402_06_m01a;;;;;;;;MEM_SDRAM_LPDDR4_512MByte;
C41233; .cmp1294;;C CER,X7R,220nF,10%,16V,0402,-,STANDARD;220n;;10%;10%;A2C02374200;A2C0237420000;A2C0237420000;A2C0237420000;0402_06_m01a;;;;;;;;MEM_SDRAM_LPDDR4_512MByte;
C41234; .cmp1306;;C CER,X7S,1uF,10%,10V,0402,-,STANDARD,SMD SOLDERING;1u;;10%;10%;A2C02602100;A2C0260210000;A2C0260210000;A2C0260210000;chip_0402_b1200x0700_h0700_c01a;;;;;;;;MEM_SDRAM_LPDDR4_512MByte;
C41235; .cmp1310;;C CER,X7S,1uF,10%,10V,0402,-,STANDARD,SMD SOLDERING;1u;;10%;10%;A2C02602100;A2C0260210000;A2C0260210000;A2C0260210000;chip_0402_b1200x0700_h0700_c01a;;;;;;;;MEM_SDRAM_LPDDR4_512MByte;
C41236; .cmp1316;;C CER,X7S,0.00001 F,10%,6.3 V,EC_0805,SN,STANDARD,SMD SOLDER;10u;;10%;10%;A2C03945100;A2C0394510000;A2C0394510000;A2C0394510000;0805_145_m01a;;;;;;;;MEM_SDRAM_LPDDR4_512MByte;
C41237; .cmp1320;;C CER,X7S,0.00001 F,10%,6.3 V,EC_0805,SN,STANDARD,SMD SOLDER;10u;;10%;10%;A2C03945100;A2C0394510000;A2C0394510000;A2C0394510000;0805_145_m01a;;;;;;;;MEM_SDRAM_LPDDR4_512MByte;
